encoding,opcode,mnemonic,recognised,attributed_to,vendor_only,broad_mnemonic,broad_ext,active,n_events_deviating,lax_decode_of,verdict,recognised_zfh_incl,recognised_zfh_excl,zfh_only,reserved_rm,reserved_rm_zfh,arch_fault
0x0000602f,47,,False,,False,th.vamoaddw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0000702f,47,,False,,False,th.vamoaddd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0200602f,47,,False,,False,th.vamoaddw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0200702f,47,,False,,False,th.vamoaddd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0400602f,47,,False,,False,th.vamoaddw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0400702f,47,,False,,False,th.vamoaddd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0600602f,47,,False,,False,th.vamoaddw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0600702f,47,,False,,False,th.vamoaddd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x0800602f,47,,False,,False,th.vamoswapw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0800702f,47,,False,,False,th.vamoswapd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0a00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0a00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x0a00602f,47,,False,,False,th.vamoswapw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0a00702f,47,,False,,False,th.vamoswapd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0c00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0c00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x0c00602f,47,,False,,False,th.vamoswapw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0c00702f,47,,False,,False,th.vamoswapd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0e00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x0e00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x0e00602f,47,,False,,False,th.vamoswapw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x0e00702f,47,,False,,False,th.vamoswapd.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x1000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x10000027,39,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0x1000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x10007027,39,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0x1200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x12000027,39,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0x1200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x12007027,39,,False,,False,,,True,2,,undocumented_active,False,False,False,False,False,none
0x1400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x1400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x1600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x18000027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,none
0x1800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x18005027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x18006027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x18007007,7,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x18007027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,none
0x1a00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x1a000027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,none
0x1a00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1a00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x1a005027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x1a006027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x1a007007,7,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x1a007027,39,,False,,False,,,True,5,,undocumented_active,False,False,False,False,False,none
0x1c00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x1c00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1c00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x1c007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x1e00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x1e00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x1e00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x1e007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2000602f,47,,False,,False,th.vamoxorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2000702f,47,,False,,False,th.vamoxord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2200602f,47,,False,,False,th.vamoxorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2200702f,47,,False,,False,th.vamoxord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2400602f,47,,False,,False,th.vamoxorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2400702f,47,,False,,False,th.vamoxord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2600602f,47,,False,,False,th.vamoxorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2600702f,47,,False,,False,th.vamoxord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x2800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x2a00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2a00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2a00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x2c00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2c00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2c00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x2e00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x2e00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x2e00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x3000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x30000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x30005027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x30006027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x30007007,7,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x30007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x32000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x32005027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x32006027,39,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x32007007,7,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,sigill
0x32007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x3400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x3600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x38000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x38005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x38006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x38007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x38007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3a00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x3a000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3a00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3a00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x3a005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3a006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3a007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3a007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x3c00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x3c000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0x3c00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3c00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x3c005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3c006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3c007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3c007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0x3e00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x3e000027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0x3e00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x3e00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x3e005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3e006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3e007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x3e007027,39,,False,,False,,,True,6,,undocumented_active,False,False,False,False,False,sigill
0x4000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4000602f,47,,False,,False,th.vamoorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4000702f,47,,False,,False,th.vamoord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x42001053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,none
0x42002053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,none
0x42003053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,none
0x42004053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,none
0x4200602f,47,,False,,False,th.vamoorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4200702f,47,,False,,False,th.vamoord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x42007053,83,,False,,False,,,True,1,,undocumented_active,False,False,False,False,False,none
0x4400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4400602f,47,,False,,False,th.vamoorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4400702f,47,,False,,False,th.vamoord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4600602f,47,,False,,False,th.vamoorw.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4600702f,47,,False,,False,th.vamoord.v,xtheadzvamo,True,3,,undocumented_active,False,False,False,False,False,sigill
0x4800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x4a00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4a00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4a00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x4c00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4c00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4c00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x4e00000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x4e00100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x4e00400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x5000000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x50000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x5000100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x50005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x50006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x50007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x50007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x5200000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x52000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x5200100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x52005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x52006027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x52007007,7,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
0x52007027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x5400000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x5400100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x5600000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x5600100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x5800000f,15,,False,,False,,,True,3,0x0000000f,undocumented_active,False,False,False,False,False,none
0x58000027,39,,False,,False,,,True,7,,undocumented_active,False,False,False,False,False,sigill
0x5800100f,15,,False,,False,,,True,3,0x0000100f,undocumented_active,False,False,False,False,False,none
0x5800400b,11,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigsegv
0x58005027,39,,False,,False,,,True,3,,undocumented_active,False,False,False,False,False,sigill
